"band","species","beak_length","beak_depth","beak_width","recaptures"
"LF5181","fuliginosa",9.1,7.32,6.69,0
"LF5185","fuliginosa",9.03,8.51,7.86,0
"LF5186","fuliginosa",10.08,7.82,7.69,0
"LF5187","fortis small",9.84,9.02,8.59,0
"LF5188","fuliginosa",9.01,7.62,7.11,0
"LF5189","fuliginosa",9.24,7.17,7.15,0
"LF5190","fuliginosa",10.17,7.85,7.49,0
"LF5191","fuliginosa",8.87,7.28,6.71,0
"LF5194","fuliginosa",8.99,7.49,7.27,0
"LF5195","fuliginosa",8.64,7.21,6.89,0
"LF5197","fuliginosa",8.05,7.04,7.1,0
"LF5198","fuliginosa",8.59,7.11,6.88,0
"LF5199","fuliginosa",8.9,7.32,7.46,0
"LF5200","fuliginosa",8.65,6.81,6.86,0
"LF5805","fuliginosa",8.47,6.78,6.77,0
"LF5806","fuliginosa",8.77,7.28,6.88,0
"LF5810","fuliginosa",10.3,7.95,7.52,0
"LF5811","fuliginosa",8.38,7.18,7.06,0
"LF5813","fuliginosa",7.97,7.09,7.08,0
"LF5814","fuliginosa",9.66,7.58,7.1,0
"LF5815","fuliginosa",9.1,7.11,7.04,0
"LF5817","fuliginosa",9.14,7.52,7.68,0
"LF5818","fuliginosa",8.52,7.18,7.01,0
"LF5819","fortis small",10.31,8.66,7.94,0
"LF5820","fuliginosa",8.36,7.09,6.9,0
"LF5821","fuliginosa",8.57,7.08,6.66,0
"LF5822","fuliginosa",8.12,7.35,6.83,0
"LF5824","fuliginosa",8.79,7.19,6.63,0
"LF5825","fuliginosa",7.91,7.38,6.92,0
"LF5826","fuliginosa",8.43,7.22,6.66,0
"LF5827","fuliginosa",8.82,7.32,6.68,0
"LF5828","fuliginosa",8.29,7.27,6.85,0
"LF5830","fuliginosa",8.36,6.94,6.63,0
"LF5832","fuliginosa",8.3,6.44,6.34,0
"LF5833","fuliginosa",9.12,7.85,6.88,0
"LF5834","fuliginosa",7.95,7.45,6.94,0
"LF5835","fuliginosa",8.3,7.22,6.84,0
"LF5836","fuliginosa",9.5,7.35,7,0
"LF5837","fuliginosa",8.67,7.02,6.98,0
"LF5847","fuliginosa",8.35,6.85,6.66,0
"LF5848","fuliginosa",8.65,7.07,7.02,0
"LF5849","fuliginosa",8.155,6.71,6.81,0
"LF5850","fuliginosa",9.14,7.43,6.8,0
"LF5851","fuliginosa",8.76,7.01,6.84,0
"LF5867","fuliginosa",9.05,6.77,7.02,0
"LF5868","fuliginosa",8.68,7.3,7.005,1
"LF5893","fuliginosa",9.32,7.11,7.13,0
"LF5894","fuliginosa",8.87,6.97,6.78,0
"LF5895","fuliginosa",8.3,6.88,6.65,0
"LF5897","fuliginosa",8.45,6.84,6.54,0
"LF5898","fuliginosa",9.35,7.67,7.25,0
"LF5900","fuliginosa",9.08,7,7.13,0
"LF5901","fuliginosa",8.92,7.15,6.99,0
"LF5902","fuliginosa",8.61,7.01,6.4,0
"LF5903","fuliginosa",8.75,7.59,7.21,0
"LF5904","fuliginosa",8.6,6.81,7.25,0
"LF5905","fuliginosa",8.26,6.96,6.8,0
"LF5908","fuliginosa",8.3,6.43,6.68,0
"LF5909","fuliginosa",8.98,7.21,7.31,0
"LF5910","fuliginosa",8.78,6.69,6.72,0
"LF5911","fuliginosa",9.42,7.17,6.74,0
"LF5912","fuliginosa",8.89,7.05,6.74,0
"LF5913","fuliginosa",8.59,6.67,7.18,0
"LF5914","fuliginosa",8.69,6.65,6.5,0
"LF5916","fuliginosa",8.13,6.33,6.23,0
"LF5920","fuliginosa",8.25,7.07,6.61,0
"LF5921","fuliginosa",8.62,6.92,7.09,0
"LF5922","fuliginosa",9.2,7.63,7.38,0
"LF5924","fuliginosa",8.63,6.78,6.76,0
"LF5926","fuliginosa",8.2,6.77,6.65,0
"LF5927","fuliginosa",9.53,7.79,7.14,0
"LF5928","fuliginosa",8.21,6.9,6.94,0
"LF5929","fuliginosa",8.03,6.71,6.86,0
"LF5930","fuliginosa",8.59,6.79,6.6,0
"LF5931","fuliginosa",8.91,6.55,6.78,0
"LF5932","fuliginosa",8.36,7.05,7.05,0
"LF5933","fuliginosa",6.96,6.87,6.72,0
"LF5934","fuliginosa",8.95,6.57,6.45,0
"LF5935","fuliginosa",7.86,6.55,6.18,0
"LF5941","fuliginosa",8.77,6.97,6.71,0
"LF5942","fuliginosa",7.68,6.72,6.4,0
"LF5943","fuliginosa",8.71,7.19,6.87,0
"LF5945","fuliginosa",9.1,7.29,7.01,0
"LF5946","fuliginosa",8.82,6.77,6.77,0
"LF5947","fuliginosa",9.65,6.87,6.78,0
"LF5948","fuliginosa",9.06,7.09,6.93,0
"LF5952","fuliginosa",8.08,6.27,6.37,0
"LF5953","fuliginosa",8.13,6.68,6.74,0
"LF5954","fuliginosa",8.48,6.93,6.96,0
"LF5957","fuliginosa",8.63,6.94,7.09,0
"LF5958","fuliginosa",8.32,6.84,6.83,0
"LF5959","fuliginosa",7.94,6.74,7.05,0
"LF5960","fuliginosa",8.64,7.29,7.2,0
"LF5961","fortis small",11.035,10.53,9.66,1
"LF5962","fuliginosa",9.18,7.56,7.42,0
"LF5963","fuliginosa",8.5,6.77,6.71,0
"LF5964","fuliginosa",8.66,6.64,6.43,0
"LF5965","fuliginosa",8.51,6.74,6.89,0
"LF5966","fuliginosa",9.2,7.33,7.1,0
"LF5967","fuliginosa",9.93,7.2,6.85,0
"LF5969","fuliginosa",9.42,7.57,6.72,0
"LF5970","fuliginosa",8.63,6.8,6.87,0
"LF5971","fuliginosa",8.65,6.75,6.96,0
"LF5972","fuliginosa",9.18,6.95,7.18,0
"LF5973","fuliginosa",8.98,7.45,7.01,0
"LF5974","fuliginosa",8.41,7.5,6.74,0
"LF5975","fuliginosa",9.68,7.3,7.07,0
"LF5976","fuliginosa",8.75,7.025,6.895,0
"LF5977","fuliginosa",8.66,7.17,7.36,0
"LF5978","fuliginosa",9.08,7.17,7.08,0
"LF5979","fuliginosa",8.8,6.93,6.45,0
"LF5980","fortis small",11.29,9.91,8.94,0
"LF5982","fuliginosa",8.67,7.24,6.8,0
"LF5983","fuliginosa",8.26,6.8,6.83,0
"LF5984","fuliginosa",8.62,6.95,6.68,0
"LF5985","fuliginosa",8.835,7.29,6.94,0
"LF5986","fuliginosa",8.34,7.28,6.93,1
"LF5987","fuliginosa",9.29,7.18,6.86,0
"LF5988","fuliginosa",8.14,6.47,6.37,0
"LF5991","fuliginosa",8.69,6.62,6.895,0
"LF5992","fuliginosa",8.62,7.165,6.84,0
"LF5993","fuliginosa",8.66,7.05,7.03,0
"LF5994","fuliginosa",8.51,7.07,6.45,0
"LF5995","fuliginosa",8.45,6.96,6.68,0
"LF5996","fuliginosa",8.56,6.78,6.91,0
"LF5997","fuliginosa",7.94,6.33,6.68,0
"LF5998","fuliginosa",8.85,7,6.84,0
"LF6003","fuliginosa",9.25,6.97,6.81,0
"LF6004","fuliginosa",9.4,6.67,6.59,0
"LF6005","fuliginosa",9.64,7.39,6.75,0
"LF6006","fuliginosa",9.3,7.08,6.91,0
"LF6007","fuliginosa",8.93,6.62,6.55,0
"LF6008","fuliginosa",9.33,6.56,6.67,0
"LF6009","fuliginosa",9.69,7.08,6.64,0
"LF6010","fuliginosa",8.27,6.7,6.41,0
"LF6011","fuliginosa",9.24,7.51,6.78,1
"LF6012","fuliginosa",9.05,7.38,7.3,0
"LF6013","fuliginosa",8.86,7.33,6.97,0
"LF6014","fuliginosa",7.85,6.82,6.48,0
"LF6015","fuliginosa",9.87,7.33,7.36,0
"LF6016","fuliginosa",9.22,7.03,7.17,0
"LF6017","fuliginosa",8.35,6.91,6.85,0
"LF6018","fuliginosa",9.63,7.05,6.83,0
"LF6019","fuliginosa",9.4,6.86,6.74,0
"LF6020","fuliginosa",8.89,7.71,6.78,0
"LF6021","fuliginosa",8.44,6.88,6.6,0
"LF6022","fuliginosa",8.34,7.2,6.93,0
"LF6023","fuliginosa",8.45,7.17,6.68,0
"LF6024","fuliginosa",7.75,7.02,7.2,0
"LF6025","fuliginosa",8.55,6.67,6.99,0
"LF6026","fuliginosa",8.7,7.27,7.05,0
"LF6027","fuliginosa",9.06,6.66,6.79,0
"LF6028","fuliginosa",8.95,6.76,6.6,0
"LF6029","fuliginosa",8.21,6.82,6.59,0
"LF6030","fuliginosa",8.33,6.91,6.27,0
"LF6031","fuliginosa",9.54,6.13,7.2,0
"LF6032","fuliginosa",8.29,7.2,6.91,0
"LF6033","fuliginosa",8.4,7.21,7.24,0
"LF6034","fuliginosa",8.88,6.7,6.6,1
"LF6035","fuliginosa",7.98,6.95,6.66,0
"LF6036","fuliginosa",9.13,6.62,6.59,0
"LF6037","fuliginosa",8.88,8.68,6.59,0
"LF6038","fuliginosa",9.12,6.94,6.66,0
"LF6040","fuliginosa",9.74,7.05,6.49,0
"LF6042","fuliginosa",9.05,7.81,7.04,0
"LF6044","fuliginosa",9.39,7.59,6.78,0
"LF6045","fuliginosa",8.91,7.13,6.81,0
"LF6048","fuliginosa",9.51,7.72,7.28,0
"LF6051","fuliginosa",8.33,7.3,7.15,0
"LF6052","fuliginosa",8.54,7.5,6.54,0
"LF6053","fuliginosa",8.17,7.01,6.54,0
"LF6055","fuliginosa",9.22,6.99,6.56,0
"LF6056","fortis small",10.29,9.55,8.47,0
"LF6057","fuliginosa",8.3,6.74,6.81,0
"LF6058","fuliginosa",8.82,7.37,6.65,0
"LF6059","fuliginosa",8.09,6.87,6.4,0
"LF6060","fuliginosa",8.72,6.83,6.65,0
"LF6061","fuliginosa",8.82,6.73,6.61,0
"LF6062","fuliginosa",9.94,7.57,6.58,0
"LF6063","fuliginosa",8.85,6.9,6.87,0
"LF6064","fuliginosa",9.12,6.89,6.81,0
"LF6065","fuliginosa",9.67,7.14,6.94,0
"LF6068","fuliginosa",8.25,7.05,6.7,0
"LF6069","fuliginosa",8.93,7.2,6.85,0
"LF6070","fuliginosa",9.49,7.04,6.83,0
"LF6071","fuliginosa",8.79,7.17,6.37,0
"LF6073","fuliginosa",8.84,6.51,6.61,0
"LF6074","fuliginosa",8.99,7.18,6.43,0
"LF6075","fuliginosa",9.23,7.35,6.74,0
"LF6078","fuliginosa",8.13,7.36,6.33,0
"LF6079","fuliginosa",7.97,6.94,6.67,0
"LF6080","fuliginosa",7.75,6.62,6.39,0
"LF6089","fuliginosa",7.59,5.02,4.98,0
"LF6090","fuliginosa",8.82,6.3,6.24,0
"LF6091","fuliginosa",8.66,7.23,6.47,0
"LF6092","fuliginosa",8.345,6.7,6.085,0
"LF6094","fuliginosa",8.94,7.35,6.64,0
"LF9203","fuliginosa",8.18,6.8,6.32,0
"LF9206","fuliginosa",8.02,7.86,6.77,0
"LF9209","fuliginosa",9.83,7.46,7.28,0
"LF9210","fuliginosa",8.53,7.79,6.58,0
"LF9211","fortis small",10.76,10.47,8.56,0
"LF9212","fuliginosa",7.87,7.46,6.7,0
"LF9213","fuliginosa",8.67,7.2,7.05,0
"LF9215","fuliginosa",9.14,7.76,7.24,0
"LF9216","fuliginosa",8.85,8.22,6.79,0
"LF9217","fuliginosa",8.82,6.84,6.41,0
"LF9218","fuliginosa",8.85,7.8,6.56,0
"LF9222","fuliginosa",8.97,6.67,6.16,0
"MH169","fuliginosa",8.55,7.51,6.76,0
"MZ211","fortis small",11.75,10.33,9.46,0
"MZ212","fortis small",12.51,11.35,10.21,0
"MZ296","fortis small",11.83,11.94,10.19,0
"N/ANB1","fuliginosa",7.9,6.9,6.5,0
"N/ANB2","fuliginosa",8.75,6.6,6.6,0
"N/ANB3","fortis small",11.3,9.9,9,0
"N/ANB4","fuliginosa",8.75,7.45,6.45,0
"N/ANB5","fortis small",12.15,10.95,9.65,0
"NOT_JP2419","scandens",14.07,8.09,7.86,0
"NOT_P271","fuliginosa",8.56,7.28,6.9,0
"P284","fuliginosa",8.08,6.87,7.01,0
"P285","fuliginosa",8.326,7.234,6.506,7
"P287","fuliginosa",8.54,7.3,6.63,0
"P289","fuliginosa",8.13,7.12,6.54,0
"P290","fuliginosa",7.81,6.5,7.02,0
"P291","fuliginosa",8.31,7.0475,6.6825,5
"P330","fuliginosa",8.81,7.71,6.5,0
"P333","fuliginosa",8.74,7.58,6.66,0
"P336","fuliginosa",8.495,7.275,6.725,1
"P338","fuliginosa",8.055,7.74,6.825,1
"P339","fuliginosa",9.38,8.57,7.55,0
"P349","fuliginosa",7.97,6.87,6.54,0
"P350","fuliginosa",8.72,7.08,6.71,0
"P351","fuliginosa",8.305,7.17,7.015,1
"P354","fuliginosa",8.76,6.94,6.93,0
"P355","fuliginosa",8.5,7.23,6.45,0
"P356","fuliginosa",7.56,6.75,6.36,0
"P358","fuliginosa",8.05,6.96,6.61,0
"P359","fuliginosa",8.28,7.33,6.11,0
"P360","fuliginosa",8.42,7.01,6.65,0
"P361","fuliginosa",8.48666666666667,7.75666666666667,7.48666666666667,5
"P365","fuliginosa",8.5,7.51,6.59,0
"P556","scandens",14.86,8.85,8.7,0
"P557","fortis small",11.86,11.06,9.63,0
"P558","scandens",13.935,9.05,8.35,1
"P560","fortis large",14.875,13.22,11.64,2
"P562","fortis small",11.79,11.01,9.56,0
"P563","fortis small",11.245,11.05,9.465,3
"P564","fortis small",11.52,10.28,8.86,0
"P565","fortis small",11.69,10.82,9.53666666666667,1
"P566","fortis small",11.4433333333333,11.3266666666667,9.29333333333333,2
"P567","fortis large",12.98,12.28,11.2,0
"P569","scandens",15.575,9.535,8.815,3
"P572","fortis small",10.79,10.56,9.18,0
"P574","fortis small",11.39,10.48,9.36,0
"P575","scandens",13.925,8.765,8.66,1
"P576","scandens",14.6,9.97,8.6,0
"P577","fortis small",11.835,10.88,9.275,1
"P578","fortis small",11.61,10.29,9.18,0
"P579","scandens",13.4375,9.27,8.5425,3
"P582","fortis large",13.48,13.495,11.375,1
"P585","fortis large",11.19,13.96,11.06,0
"P586","fortis small",11.06,11.23,10.0533333333333,3
"P589","fortis small",10.295,10.22,9.04,1
"P592","fortis small",11.905,10.885,9.505,1
"P593","fortis large",12.53,13.46,11.48,0
"P681","fortis large",13.92,14.335,12.305,1
"P684","fortis small",11.5866666666667,10.64,9.77666666666667,3
"P685","fortis large",13.06,13.22,11.8,0
"P687","fortis large",12.78,13.05,10.995,8
"P688","fortis large",13.38,13.68,11.39,0
"P690","fortis small",11.03,10.48,9.57,0
"P696","fortis small",10.99,10.14,9.33,0
"P698","fortis small",9.78,9.44,8.32,0
"P700/JP1034","fortis large",12.825,13.455,12.37,1
"P701","fortis small",11.68,11.13,9.11,0
"P704","fortis large",13.2,14.13,12.04,0
"P705/JP1391","magnirostris",15.705,16.255,14.19,2
"P731/JP1369","fortis large",12.9,12.34,10.455,1
"P732","fortis small",10.86,10.57,9.44666666666667,3
"P742","fortis large",12.16,11.91,10.16,0
"P743","fortis small",11.36,10.52,9.07,0
"P790","fortis small",11.39,10.09,8.81,0
"P791","fortis small",11.835,11.38,9.03,1
"P792","scandens",14.55,9.57,8.85,0
"P793","scandens",14.7,8.88,8.16,0
"P794","fortis small",11.245,10.725,9.315,1
"P795","fortis small",11.43,11.46,9.72,0
"SH031_L","fortis large",12.67,13.51,11.6,4
"SH040_L","fortis small",11.87,12.11,9.95,0
"SH041_L","fortis large",13.03,13.3,11.64,0
"SH042_L","fortis small",10.87,10.67,9.06,0
"SH043_L","fortis small",11.1,11.39,10.14,0
"SH056_L","fortis small",9.57,8.87,8.285,4
"SH057_L","fortis small",12.12,11.14,10,1
"SH059_L","fortis large",13.39,13.39,11.06,2
"SH060_L","fortis small",11.35,10.62,9.47,0
"SH061_L","fortis small",11.0866666666667,10.08,9.13666666666667,2
"SH062_L","fortis large",12.64,14.03,12.27,0
"SH063_L","fortis small",10.9,9.35,8.22,0
"SH065_L","fortis small",10.39,10.51,9.74,0
"SH068_L","fortis small",10.81,10.38,8.85,0
"SH070_L","fortis small",10.61,10.26,9.2,0
"SH072_L","fortis small",11.67,10.65,9.28,0
"SH073_L","fortis small",11.63,11.99,10.42,0
"SH074_L","fortis small",10.83,10.78,9.535,1
"SH075_L","fortis small",12.02,11.75,10.27,0
"SH077_L","fortis small",10.46,10.69,9.11,0
"SH078_L","fortis small",10.93,10.595,9.14,1
"SH081_L","fortis small",12.03,10.285,9.525,3
"SH082_L","fortis small",11.225,10.715,9.81,3
"SH084_L","fortis small",10.61,10.26,9.29,0
"SH086_L","fortis small",11.62,11.76,10.21,0
"SH087_L","fortis small",11.5366666666667,10.19,9.30666666666667,7
"SH088_L","fortis small",11.81,10.74,9.37,0
"SH089_L","fortis small",10.95,10.97,9.54,0
"SH092_L","fortis small",10.94,10.87,9.54,0
"SH099_L","fortis small",10.1366666666667,10.0333333333333,9.14333333333333,2
"SH100_L","fortis small",11.005,10.43,8.95,2
"SH101_L","fortis large",12.2233333333333,12.76,11.42,3
"SH1013_L","fortis small",11.7,10.07,9.27,0
"SH104_L","fortis large",12.03,12.14,11.04,0
"SH105_L","fortis small",11.23,11.6,9.69,0
"SH106_L","fortis small",11.91,10.83,9.35666666666667,1
"SH1064_L","fortis small",11.02,10.12,9.28,0
"SH1067_L","fortis small",10.423,9.61,9.53,0
"SH1069_L","fortis large",13.32,13.71,11.67,0
"SH109_L","fortis large",13.17,13.94,12.14,0
"SH110_L","fortis small",11.11,10.22,8.77,0
"SH1101_L","fortis large",13.15,12.59,11.2,0
"SH1102_L","fortis large",12.81,13.78,12.44,0
"SH1109_L","fortis large",12.04,12.03,10.67,0
"SH111_L","fortis small",10.73,10.94,9.395,1
"SH1112","fortis large",12.28,11.74,10.22,0
"SH1115","fortis small",10.66,9.6,8.73,0
"SH1116","fortis small",11.96,11.4,10.14,0
"SH1117","fortis large",13.07,12.91,10.87,0
"SH1118","fortis small",11.38,9.66,8.87,0
"SH1118_L","fortis small",12.05,9.95,8.81,0
"SH112_L","fortis small",11.64,10.85,9.63,0
"SH1124","fortis small",12.29,11.02,10.19,0
"SH1127","scandens",14.11,7.79,7.28,0
"SH113_L","fortis small",10.61,10.58,9.76,0
"SH1138","fortis large",13.47,13.56,11.55,0
"SH1139","fortis small",10.59,9.28,8.29,0
"SH1141","fortis small",11.9,10.24,9.59,0
"SH1143","fortis large",13.83,11.31,10.67,0
"SH1145_L","fortis large",14.39,14.5,12.24,0
"SH1148_L","fortis large",13.73,12.63,11.46,0
"SH1149_L","fortis large",12.91,12.7,11.51,0
"SH1151_L","magnirostris",14.94,15.79,12.71,0
"SH1154_L","fortis large",13.37,14.36,11.67,0
"SH118_L","fortis large",11.41,13.12,10.92,0
"SH120_L","fortis small",9.32,9.125,8.01,2
"SH121_L","fortis small",11.1,11.31,9.53,0
"SH1214_L","scandens",14.64,9.08,8.6,0
"SH122_L","fortis small",11.5125,11.76,10.2925,2
"SH1222_L","fortis small",12.485,10.75,10,1
"SH123_L","fortis small",11.15,11.51,10.07,0
"SH1250_L","scandens",13.38,7.81,7.88,0
"SH126_L","fortis small",10.99,10.66,9,0
"SH127_L","fortis large",13.58,13.93,12.17,0
"SH1274_L","scandens",14.18,8.63,8.16,0
"SH1296_L","fortis large",12.4,12.58,10.3,0
"SH1297_L","fortis large",13.17,13.06,10.76,0
"SH1298_L","fortis large",12.08,12.37,10,0
"SH1299_L","fortis large",11.62,12.13,10.52,0
"SH1336_L","fortis small",11.16,10.19,9.55,0
"SH1357_L","fortis large",12.73,11.885,10.595,1
"SH138_S","fuliginosa",8.055,7.35,7.015,10
"SH1383_L","fortis small",12.38,11.63,10.09,0
"SH1385_L","fortis large",13.57,13.66,10.68,0
"SH1387_L","fortis small",11.41,10.51,8.24,0
"SH1388_L","scandens",12.47,9.24,7.89,0
"SH1390_L","scandens",14.38,8.79,8.38,0
"SH1403_L","fortis small",10.69,9.23,8.69,0
"SH1404_L","scandens",15.08,9.60333333333333,8.63,3
"SH1406_L","fortis small",11.6,10,9.1,0
"SH1432_L","fortis large",12.73,12.78,11.48,0
"SH144_S","fuliginosa",7.3,7.19,6.56,0
"SH145_S","fuliginosa",8.825,7.595,6.78,2
"SH147_S","fuliginosa",8.13,6.765,6.72714632,3
"SH1499_L","fortis large",13.49,12.48,10.41,0
"SH1502_L","scandens",14.2,8.44,8.23,0
"SH157_S","fortis small",10,9.5,6.9,0
"SH158_S","fuliginosa",8.8,7.5,7,0
"SH162_S","fuliginosa",8.46,7.84,6.85,0
"SH163_L","fortis small",11.08,10.02,8.62,0
"SH164_L","fortis large",13.89,13.6,11.26,0
"SH165_L","fortis small",11.15,10.26,8.56,0
"SH165_S","fuliginosa",8.15,7.62,6.65,0
"SH166_L","fortis large",13.18,13.37,11.76,0
"SH166_S","fuliginosa",8.33,7.08,6.76,0
"SH170_S","fuliginosa",8.195,6.88,6.66253266325,3
"SH172_L","fortis small",10.84,10.27,8.895,5
"SH173_L","fortis small",11.19,10.83,9.4,0
"SH173_S","fuliginosa",8.25,6.88,6.66,0
"SH174_S","fuliginosa",8.76,7.14,6.83,0
"SH175_S","fuliginosa",7.85,7.13,5.76,0
"SH176_S","fuliginosa",8.2,7.25,6.44,0
"SH177_S","fuliginosa",8.62,6.77,6.59,0
"SH179_S","fuliginosa",8.4,8.09,7.11,0
"SH180_S","fuliginosa",7.95,7.66,7.1,0
"SH181_S","fuliginosa",8.51,7.86,6.63,0
"SH182_S","fuliginosa",8.09,6.82,6.03,0
"SH183_S","fuliginosa",8.65,7.63,6.4,0
"SH186_S","fuliginosa",8.43,7.49,6.76,0
"SH187_S","fuliginosa",9.57,7.87,7.03,0
"SH188_S","fuliginosa",8,7.9,7.03,0
"SH206_L","fortis small",11.61,10.96,9.04,0
"SH207_L","fortis small",11.8,11.98,9.8,0
"SH208_L","fortis small",11.27,10.85,9.48,0
"SH210_L","fortis large",13.62,13.98,12.05,0
"SH211_L","fortis large",12.79,12.79,10.57,0
"SH241_L","fortis small",11.045,9.695,8.9925,3
"SH242_L","fortis large",13.3,15.04,11.99,0
"SH243_L","fortis large",12.09,12.29,10.6,0
"SH244_L","fortis large",13.23,13.74,11.24,0
"SH247_S","fuliginosa",8.06,7.74,6.85,0
"SH248_S","fuliginosa",8.18,7.35,6.69,0
"SH250_S","fuliginosa",8.31,7.94,6.91,0
"SH255_L","fortis small",10.52,10.68,9.58666666666667,2
"SH256_L","fortis small",10.7,10.98,9.39,0
"SH257_L","fortis small",11.8,10.75,9.88,0
"SH271_S","fuliginosa",9.21,7.455,7.285,1
"SH272_S","fuliginosa",8.96,7.68,6.94,0
"SH277_L","fortis small",11.205,11.13,9.69,1
"SH293_S","fuliginosa",8.21,8.58,6.72,0
"SH295_S","fuliginosa",8.71,7.74,6.43,0
"SH298_S","fuliginosa",8.76,7.98,7.2,0
"SH312_S","fuliginosa",7.41,7.245,6.5,3
"SH313_S","fuliginosa",8.8,7.58333333333333,6.67666666666667,1
"SH314_S","fuliginosa",9.02,8.15,7.08,0
"SH328_S","fuliginosa",8.36,7.51,6.56,0
"SH330_S","fuliginosa",7.93,7.6,7.08,0
"SH331_L","fortis small",11.83,11,9.29,0
"SH336_S","fuliginosa",9.29,7.6425,7.015,10
"SH359_S","fuliginosa",9.01333333333333,7.62333333333333,7.19666666666667,2
"SH360_S","fuliginosa",8.69,7.92,7.21,0
"SH363_L","fortis large",13.02,13.4233333333333,11.3338635766667,3
"SH367_L","fortis large",13.4566666666667,13.9833333333333,12.38,5
"SH368_L","fortis small",11.74,11.57,9.95,1
"SH375_S","fuliginosa",8.4,7.14,6.5,0
"SH376_S","fuliginosa",9.54,6.65,6.86,0
"SH378_S","fuliginosa",9.4,7.01,6.54,0
"SH380_S","fuliginosa",8.91,7.55,6.71,0
"SH381_L","fortis small",10.49,10.36,8.81,0
"SH384_L","fortis small",12.4042857142857,10.5942857142857,9.61857142857143,4
"SH384_S","fuliginosa",8.6,6.84,6.5,0
"SH385_S","fuliginosa",8.7,7.19,7.09,0
"SH386_L","fortis small",11.41,11.2066666666667,10.2,2
"SH387_S","fuliginosa",8.54,7.57,6.96,0
"SH397_S","fuliginosa",8.49,7.19,6.98,0
"SH398_S","fuliginosa",8.22,7.29,6.48,0
"SH399_S","fuliginosa",9.175,7.24,7.185,2
"SH407_S","fuliginosa",8.47,7.29,6.45,0
"SH408_L","fortis large",13.4375,13.575,11.6475,4
"SH409_S","fuliginosa",9.04,7.7,6.79,0
"SH411_L","fortis small",11.31,10.11,9.335,1
"SH414_S","fuliginosa",8.24,7.49,7.13,0
"SH415_L","fortis small",11.05,11.35,9.77,0
"SH416_L","fortis small",11.74,10.41,9.13,0
"SH416_S","fuliginosa",8.98,8,7.33,0
"SH417_L","fortis small",11.99,11.69,9.455,1
"SH418_L","fortis small",11.1233333333333,9.23666666666667,8.46,2
"SH418_S","fuliginosa",9.38,7.91,7.46,0
"SH423_L","magnirostris",14.18,16.05,12.55,0
"SH433_S","fuliginosa",8.82,6.8,6.78,0
"SH435_L","fortis small",11.1,9.75,8.905,2
"SH436_L","fortis small",12.06,11.11,9.87,0
"SH438_L","fortis small",10.5225,9.9425,9.2125,4
"SH439_S","fuliginosa",8.7,8.07,7.07,0
"SH440_S","fuliginosa",8.43,6.87,6.45,0
"SH441_L","fortis large",13.54,12.62,11.5,0
"SH442_L","fortis large",11.65,12.33,10.18,0
"SH443_L","fortis small",11.065,10.45,8.675,1
"SH443_S","fuliginosa",8.39,7.51,7.36,0
"SH444_L","fortis large",12.06,14.04,10.73,0
"SH445_L","fortis small",10.65,10.53,8.99,0
"SH450_L","fortis small",11.4825,11.5075,10.1175,2
"SH457_L","fortis small",11.5333333333333,10.3266666666667,9.22666666666667,11
"SH461_L","fortis small",10.36,11.17,10.01,0
"SH462_L","fortis small",11.26,11.35,9.31,0
"SH465_L","fortis small",11.95,11.04,9.83,0
"SH472_L","fortis large",14.09,14.095,11.35,1
"SH473_L","scandens",11.09,7.89,7.51,0
"SH474_S","fuliginosa",9.38,8.08,7.28,0
"SH475_S","fuliginosa",8.98,7.51,7.18,0
"SH477_S","fuliginosa",8.54,6.91,6.89,0
"SH478_S","fuliginosa",8.68,7.4,6.98,0
"SH479_S","fuliginosa",9.37,7.74,7.31,0
"SH480_S","fuliginosa",8.81,7.18,7,0
"SH481_S","fuliginosa",8.21,6.88,6.7,0
"SH482_S","fuliginosa",9.3,7.74,7.68,0
"SH484_L","scandens",15.06,9.85,8.5,0
"SH484_S","fuliginosa",9.21,7.46,7.14,0
"SH488_L","scandens",14.78,8.9925,8.14,4
"SH496_L","fortis small",11.03,10.6733333333333,9.1,1
"SH498_L","scandens",13.27,8.855,8.715,1
"SH501_L","fortis small",12.04,10.13,9.2,0
"SH504_L","fortis small",10.73,10.8,9.06,0
"SH516_L","fortis small",10.75,9.73,8.67,0
"SH519_L","fortis large",13.01,12.69,11.37,0
"SH520_L","fortis large",12.6066666666667,11.86,10.43,2
"SH521_L","fortis large",12.94,11.97,10.88,0
"SH527_L","fortis small",10.8,9.98,8.56,0
"SH534_L","fortis small",11.12,8.95,8.12,0
"SH535_L","fortis small",9.83,8.86,7.8,0
"SH537_L","fortis small",11.42,9.79,8.96,0
"SH538_L","fortis small",10.84,9.62,8.81,0
"SH539_L","fortis small",12.08,10.56,9.22,0
"SH541_L","magnirostris",14.97,16.84,14.42,0
"SH542_L","fortis large",12.75,12.98,11.22,0
"SH543_L","fortis large",14.6066666666667,14.3033333333333,12.33,10
"SH545_L","fortis small",12.12,11.52,10.2,0
"SH550_L","scandens",13.65,8.26,8.16,0
"SH552_L","fortis small",11.43,10.34,9.29,0
"SH553_L","fortis small",10.94,11.31,8.98,0
"SH562_L","fortis small",11.53,11.25,9.89,0
"SH563_L","fortis small",10.67,10.23,8.32,0
"SH564_L","fortis small",10.7,9.095,8.59,2
"SH564_S","fuliginosa",9.36,7.29,6.69,0
"SH565_L","fortis small",11.78,11.94,9.81,0
